Date,Open,High,Low,Close,Adj Close,Volume
24/02/2000,4.189732,4.254464,3.991071,4.114398,3.579942,94108000
25/02/2000,4.100446,4.178571,3.933036,3.941964,3.429907,62286000
28/02/2000,3.933036,4.107143,3.870536,4.044643,3.519247,82082000
29/02/2000,4.055804,4.1875,4.020089,4.09375,3.561976,92240400
01/03/2000,4.234375,4.716518,4.232143,4.654018,4.049466,269250800
02/03/2000,4.535714,4.569196,4.310268,4.357143,3.791155,77814800
03/03/2000,4.459821,4.579799,4.285714,4.571429,3.977604,80841600
06/03/2000,4.5,4.611607,4.464286,4.488839,3.905743,52640000
07/03/2000,4.515625,4.551339,4.325893,4.388393,3.818345,68252800
08/03/2000,4.388393,4.426339,4.234375,4.357143,3.791155,67807600
09/03/2000,4.316964,4.464286,4.223214,4.366071,3.798923,69179600
10/03/2000,4.345982,4.569196,4.321429,4.491071,3.907685,62151600
13/03/2000,4.361607,4.517857,4.267857,4.332589,3.769789,75989200
14/03/2000,4.329241,4.4375,4.071429,4.080357,3.550323,107144800
15/03/2000,4.129464,4.294643,4.075893,4.151786,3.612473,110902400
16/03/2000,4.189732,4.357143,4.089286,4.341518,3.777559,94525200
17/03/2000,4.290179,4.464286,4.272321,4.464286,3.884379,76260800
20/03/2000,4.410714,4.508929,4.370536,4.392857,3.82223,51122400
21/03/2000,4.377232,4.883929,4.34375,4.819196,4.193187,131082000
22/03/2000,4.742188,5.15625,4.698661,5.149554,4.480631,141999200
23/03/2000,5.071429,5.370536,5,5.046875,4.39129,140641200
24/03/2000,5.087054,5.140625,4.839286,4.953125,4.309718,111728400
27/03/2000,4.915179,5.169643,4.888393,4.984375,4.336909,69795600
28/03/2000,4.901786,5.071429,4.897321,4.96875,4.323314,50741600
29/03/2000,4.977679,4.979911,4.779576,4.854911,4.224262,59959200
30/03/2000,4.770089,4.917411,4.479911,4.491071,3.907685,103600000
31/03/2000,4.551339,4.901786,4.5,4.850446,4.220376,101158400
03/04/2000,4.839286,4.982143,4.622768,4.761161,4.14269,82140800
04/04/2000,4.736607,4.75,4.169643,4.546875,3.956239,165082400
05/04/2000,4.516741,4.745536,4.428571,4.65625,4.051407,114416400
06/04/2000,4.665179,4.803571,4.401786,4.470982,3.890205,64906800
07/04/2000,4.544643,4.709821,4.482143,4.705357,4.094135,60608800
10/04/2000,4.703125,4.741071,4.455357,4.464286,3.884379,53065600
11/04/2000,4.410714,4.459821,4.216518,4.265625,3.711524,135455600
12/04/2000,4.25,4.25,3.745536,3.901786,3.394947,235284000
13/04/2000,3.982143,4.285714,3.875,4.064732,3.536727,132456800
14/04/2000,3.904018,4.214286,3.892857,3.995536,3.476519,166905200
17/04/2000,3.910714,4.426339,3.895089,4.424107,3.84942,102390400
18/04/2000,4.410714,4.53125,4.263393,4.53125,3.942645,97731200
19/04/2000,4.506696,4.651786,4.276786,4.325893,3.763964,130037600
20/04/2000,4.417411,4.455357,4.180804,4.245536,3.694045,180530000
24/04/2000,4.107143,4.303571,4.098214,4.303571,3.744542,110905200
25/04/2000,4.361607,4.598214,4.359375,4.582589,3.987317,97910400
26/04/2000,4.522321,4.571429,4.285714,4.332589,3.769789,91728000
27/04/2000,4.185268,4.535714,4.163505,4.526786,3.93876,81650800
28/04/2000,4.540179,4.553571,4.332589,4.430804,3.855247,62395200
01/05/2000,4.459821,4.46875,4.352679,4.439732,3.863015,56548800
02/05/2000,4.401786,4.508929,4.196429,4.209821,3.66297,59108000
03/05/2000,4.247768,4.330357,3.986607,4.109375,3.575571,122449600
04/05/2000,4.111607,4.116071,3.948661,3.953125,3.439618,99878800
05/05/2000,3.957589,4.098214,3.954241,4.040179,3.515363,71019200
08/05/2000,4.003348,4.060268,3.928571,3.933036,3.422137,46225200
09/05/2000,3.939732,3.973214,3.745536,3.765625,3.276474,81785200
10/05/2000,3.716518,3.75,3.526786,3.546875,3.086139,133772800
11/05/2000,3.620536,3.723214,3.535714,3.671875,3.194901,124936000
12/05/2000,3.785714,3.946429,3.741629,3.84375,3.34445,76728400
15/05/2000,3.859375,3.859375,3.575893,3.607143,3.138578,169733200
16/05/2000,3.732701,3.895089,3.669643,3.774554,3.284243,110112800
17/05/2000,3.700893,3.703125,3.584821,3.620536,3.150232,99523200
18/05/2000,3.678571,3.747768,3.59375,3.598214,3.130809,93444400
19/05/2000,3.544643,3.544643,3.334821,3.357143,2.921053,185166800
22/05/2000,3.348214,3.348214,3.071429,3.212054,2.794811,188876800
23/05/2000,3.232143,3.334821,3.058036,3.064732,2.666627,129396400
24/05/2000,3.078125,3.205357,2.964286,3.131696,2.724892,169615600
25/05/2000,3.160714,3.309152,3.071429,3.116629,2.711782,101687600
26/05/2000,3.142857,3.209821,3.044643,3.084821,2.684106,45287200
30/05/2000,3.129464,3.147321,2.919643,3.127232,2.721008,178264800
31/05/2000,3.102679,3.258929,2.993304,3,2.610303,108376800
01/06/2000,2.919643,3.198661,2.870536,3.183036,2.769563,225960000
02/06/2000,3.348214,3.5625,3.178571,3.305804,2.876383,198212000
05/06/2000,3.332589,3.401786,3.203125,3.261161,2.837538,80917200
06/06/2000,3.284598,3.455357,3.225446,3.316964,2.886094,131370400
07/06/2000,3.34375,3.464286,3.272321,3.448661,3.000683,84254800
08/06/2000,3.486607,3.517857,3.325893,3.386161,2.946301,59631600
09/06/2000,3.455357,3.497768,3.370536,3.419643,2.975435,63089600
12/06/2000,3.441964,3.444196,3.245536,3.256696,2.833654,72584400
13/06/2000,3.256696,3.381696,3.149554,3.375,2.936591,87864000
14/06/2000,3.381696,3.4375,3.21875,3.229911,2.810349,69361600
15/06/2000,3.258929,3.334821,3.178571,3.299107,2.870556,62143200
16/06/2000,3.339286,3.348214,3.180804,3.256696,2.833654,75891200
19/06/2000,3.234375,3.495536,3.207589,3.450893,3.002625,98501200
20/06/2000,3.517857,3.712054,3.513393,3.616071,3.146347,125347600
21/06/2000,3.607143,4.066964,3.59375,3.973214,3.457098,122500000
22/06/2000,3.982143,4.116071,3.825893,3.839286,3.340566,116928000
23/06/2000,3.841518,3.901786,3.629464,3.691964,3.212381,51241400
26/06/2000,3.75,3.910714,3.723214,3.866071,3.363872,46338600
27/06/2000,3.841518,3.964286,3.6875,3.696429,3.216266,50867600
28/06/2000,3.808036,3.955357,3.678571,3.888393,3.383294,71607200
29/06/2000,3.790179,3.852679,3.647321,3.660714,3.185191,50915200
30/06/2000,3.772321,3.924107,3.691964,3.741071,3.25511,80774400
03/07/2000,3.723214,3.879464,3.723214,3.808036,3.313375,17707200
05/07/2000,3.803571,3.941964,3.625,3.6875,3.208497,66304000
06/07/2000,3.75,3.78125,3.544643,3.700893,3.22015,77386400
07/07/2000,3.756696,3.915179,3.723214,3.888393,3.383294,65900800
10/07/2000,3.863839,4.160714,3.839286,4.080357,3.550323,99449000
11/07/2000,4.071429,4.232143,3.959821,4.066964,3.538669,89474000
12/07/2000,4.151786,4.209821,4.026786,4.205357,3.659086,56358400
13/07/2000,4.178571,4.330357,3.910714,4.035714,3.511479,111414800
14/07/2000,4.080357,4.214286,4.0625,4.120536,3.585282,47569200
17/07/2000,4.160714,4.200893,4.080357,4.165179,3.624126,65000600
18/07/2000,4.178571,4.205357,4.0625,4.089286,3.558092,79601200
19/07/2000,3.941964,4.058036,3.696429,3.763393,3.274532,114468200
20/07/2000,3.928571,4.075893,3.866071,3.9375,3.426022,116393200
21/07/2000,3.882813,3.973214,3.78125,3.825893,3.328913,49058800
24/07/2000,3.754464,3.776786,3.392857,3.477679,3.025932,103042800
25/07/2000,3.59375,3.616071,3.504464,3.575893,3.111388,52901800
26/07/2000,3.560268,3.660714,3.517857,3.575893,3.111388,52617600
27/07/2000,3.571429,3.803571,3.5625,3.714286,3.231803,73746400
28/07/2000,3.734375,3.75,3.348214,3.450893,3.002625,59473400
31/07/2000,3.511161,3.6875,3.482143,3.629464,3.158,38824800
01/08/2000,3.59375,3.654018,3.517857,3.522321,3.064775,34321000
02/08/2000,3.5,3.566964,3.370536,3.375,2.936591,40588800
03/08/2000,3.254464,3.433036,3.160714,3.428571,2.983203,84974400
04/08/2000,3.533482,3.660714,3.308036,3.383929,2.944359,65780400
07/08/2000,3.419643,3.504464,3.370536,3.424107,2.979319,46837000
08/08/2000,3.424107,3.428571,3.308036,3.339286,2.905516,44168600
09/08/2000,3.4375,3.459821,3.375,3.392857,2.952128,94910200
10/08/2000,3.428571,3.459821,3.383929,3.397321,2.956012,62928600
11/08/2000,3.345982,3.428571,3.254464,3.40625,2.963781,59514000
14/08/2000,3.399554,3.40625,3.308036,3.361607,2.924938,39165000
15/08/2000,3.375,3.424107,3.321429,3.334821,2.901631,28550200
16/08/2000,3.348214,3.5,3.34375,3.464286,3.014278,35918400
17/08/2000,3.455357,3.745536,3.450893,3.674107,3.196843,67725000
18/08/2000,3.669643,3.700893,3.5625,3.571429,3.107503,47544000
21/08/2000,3.589286,3.683036,3.544643,3.607143,3.138578,33616800
22/08/2000,3.616071,3.772321,3.598214,3.691964,3.212381,69200600
23/08/2000,3.676339,3.910714,3.647321,3.879464,3.375525,59215800
24/08/2000,3.905134,4.044643,3.8125,4.007813,3.487202,77691600
25/08/2000,4.035714,4.107143,4.026786,4.058036,3.5309,83615000
28/08/2000,4.089286,4.214286,4.075893,4.147321,3.608589,89751200
29/08/2000,4.133929,4.245536,4.120536,4.227679,3.678507,66757600
30/08/2000,4.214286,4.285714,4.19308,4.25,3.697929,71348200
31/08/2000,4.212054,4.392857,4.209821,4.352679,3.78727,104899200
01/09/2000,4.379464,4.544643,4.366071,4.53125,3.942645,64218000
05/09/2000,4.475446,4.580357,4.446429,4.459821,3.880494,74660600
06/09/2000,4.383929,4.455357,4.125,4.174107,3.631894,88851000
07/09/2000,4.223214,4.46875,4.160714,4.428571,3.853305,54366200
08/09/2000,4.401786,4.401786,4.178571,4.205357,3.659086,48879600
11/09/2000,4.191964,4.3125,4.151786,4.174107,3.631894,46845400
12/09/2000,4.095982,4.290179,4.071429,4.125,3.589166,46999400
13/09/2000,4.053571,4.25,4.053571,4.142857,3.604704,76496000
14/09/2000,4.183036,4.258929,4.058036,4.061384,3.533814,106638000
15/09/2000,4.125,4.15625,3.875,3.945313,3.43282,98628600
18/09/2000,3.946429,4.339286,3.933036,4.332589,3.769789,106134000
19/09/2000,4.267857,4.321429,4.183036,4.28125,3.72512,67877600
20/09/2000,4.243304,4.388393,4.183036,4.360491,3.794067,56847000
21/09/2000,4.178571,4.258929,3.946429,4.049107,3.523132,127622600
22/09/2000,3.59375,3.745536,3.571429,3.727679,3.243457,181675200
25/09/2000,3.767857,3.964286,3.71875,3.821429,3.325029,108887800
26/09/2000,3.808036,3.910714,3.669643,3.674107,3.196843,72734200
27/09/2000,3.696429,3.767857,3.446429,3.495536,3.041469,100564800
28/09/2000,3.522321,3.84375,3.4375,3.821429,3.325029,244896400
29/09/2000,2.013393,2.071429,1.8125,1.839286,1.600364,1855410200
02/10/2000,1.90625,1.910714,1.678571,1.732143,1.507139,606197200
03/10/2000,1.78125,1.785714,1.584821,1.59375,1.386723,509530000
04/10/2000,1.598214,1.696429,1.5625,1.6875,1.468295,366506000
05/10/2000,1.678571,1.75,1.571429,1.575893,1.371186,218251600
06/10/2000,1.620536,1.638393,1.5,1.584821,1.378954,153164200
09/10/2000,1.616071,1.633929,1.508929,1.553571,1.351764,149391200
10/10/2000,1.544643,1.602679,1.464286,1.491071,1.297383,172775400
11/10/2000,1.4375,1.5,1.366071,1.401786,1.219695,299605600
12/10/2000,1.450893,1.486607,1.392857,1.428571,1.243002,297766000
13/10/2000,1.446429,1.580357,1.428571,1.575893,1.371186,311938200
16/10/2000,1.59375,1.660714,1.526786,1.535714,1.336227,205044000
17/10/2000,1.549107,1.566964,1.40625,1.4375,1.25077,150430000
18/10/2000,1.388393,1.504464,1.339286,1.4375,1.25077,208566400
19/10/2000,1.368304,1.415179,1.308036,1.352679,1.176967,376681200
20/10/2000,1.361607,1.455357,1.352679,1.392857,1.211926,197815800
23/10/2000,1.447545,1.46875,1.388393,1.455357,1.266308,137823000
24/10/2000,1.477679,1.491071,1.34375,1.348214,1.173082,201112800
25/10/2000,1.361607,1.370536,1.316964,1.321429,1.149776,165992400
26/10/2000,1.34375,1.348214,1.25,1.321429,1.149776,180462800
27/10/2000,1.348214,1.370536,1.276786,1.325893,1.153661,186125800
30/10/2000,1.366071,1.424107,1.339286,1.379464,1.200273,159797400
31/10/2000,1.410714,1.446429,1.375,1.397321,1.215811,221470200
01/11/2000,1.388393,1.491071,1.388393,1.464286,1.274076,143841600
02/11/2000,1.508929,1.602679,1.504464,1.59375,1.386723,147673400
03/11/2000,1.642857,1.642857,1.566964,1.589286,1.382839,128955400
06/11/2000,1.602679,1.616071,1.491071,1.53125,1.332342,98369600
07/11/2000,1.535714,1.558036,1.486607,1.522321,1.324573,75490800
08/11/2000,1.526786,1.53125,1.415179,1.433036,1.246886,105522200
09/11/2000,1.419643,1.464286,1.361607,1.441964,1.254654,119208600
10/11/2000,1.382813,1.419643,1.361607,1.361607,1.184736,105562800
13/11/2000,1.339286,1.428571,1.303571,1.383929,1.204157,107954000
14/11/2000,1.424107,1.464286,1.397321,1.446429,1.258539,102250400
15/11/2000,1.430804,1.441964,1.375,1.419643,1.235233,70589400
16/11/2000,1.392857,1.415179,1.348214,1.357143,1.180851,59843000
17/11/2000,1.370536,1.375,1.303571,1.321429,1.149776,111545000
20/11/2000,1.328125,1.392857,1.303571,1.352679,1.176967,102016600
21/11/2000,1.370536,1.392857,1.339286,1.34375,1.169198,75488000
22/11/2000,1.34375,1.366071,1.3125,1.321429,1.149776,70133000
24/11/2000,1.347098,1.392857,1.34375,1.379464,1.200273,40233200
27/11/2000,1.419643,1.424107,1.321429,1.334821,1.161429,64698200
28/11/2000,1.334821,1.357143,1.28125,1.287946,1.120643,67281200
29/11/2000,1.292411,1.308036,1.232143,1.254464,1.091511,123037600
30/11/2000,1.191964,1.214286,1.151786,1.178571,1.025476,202399400
01/12/2000,1.214286,1.25,1.200893,1.21875,1.060436,96426400
04/12/2000,1.227679,1.227679,1.174107,1.191964,1.037129,92880200
05/12/2000,1.209821,1.245536,1.169643,1.214286,1.056551,153494600
06/12/2000,1.044643,1.071429,1,1.022321,0.889523,343616000
07/12/2000,1.03125,1.0625,1,1.022321,0.889523,102229400
08/12/2000,1.058036,1.09375,1.03125,1.075893,0.936135,108906000
11/12/2000,1.084821,1.098214,1.0625,1.084821,0.943904,83127800
12/12/2000,1.089286,1.142857,1.071429,1.098214,0.955557,96565000
13/12/2000,1.111607,1.111607,1.0625,1.071429,0.932251,86221800
14/12/2000,1.073661,1.089286,1.03125,1.03125,0.897291,65829400
15/12/2000,1.040179,1.049107,1,1.004464,0.873985,128486400
18/12/2000,1.040179,1.044643,0.995536,1.017857,0.885639,81452000
19/12/2000,1.026786,1.089286,1,1,0.870101,93501800
20/12/2000,0.984375,1.044643,0.973214,1.026786,0.893407,141332800
21/12/2000,1.017857,1.071429,0.991071,1.004464,0.873985,91711200
22/12/2000,1.008929,1.071429,1.008929,1.071429,0.932251,79513000
26/12/2000,1.0625,1.071429,1.017857,1.049107,0.912829,54203800
27/12/2000,1.024554,1.058036,1.013393,1.058036,0.920598,81366600
28/12/2000,1.026786,1.066964,1.022321,1.058036,0.920598,76294400
29/12/2000,1.049107,1.071429,1.035714,1.0625,0.924482,157584000
02/01/2001,1.0625,1.089286,1.040179,1.0625,0.924482,113078000
03/01/2001,1.035714,1.191964,1.03125,1.169643,1.017707,204268400
04/01/2001,1.295759,1.321429,1.200893,1.21875,1.060436,184849000
05/01/2001,1.209821,1.241071,1.147321,1.169643,1.017707,103089000
08/01/2001,1.209821,1.21317,1.138393,1.183036,1.029361,93424800
09/01/2001,1.200893,1.260045,1.183036,1.227679,1.068204,147232400
10/01/2001,1.191964,1.214286,1.147321,1.183036,1.029361,145195400
11/01/2001,1.160714,1.321429,1.160714,1.285714,1.118701,200933600
12/01/2001,1.276786,1.285714,1.21875,1.227679,1.068204,105844200
16/01/2001,1.245536,1.303571,1.214286,1.223214,1.06432,76529600
17/01/2001,1.254464,1.254464,1.178571,1.200893,1.044898,210218400
18/01/2001,1.272321,1.339286,1.258929,1.334821,1.161429,306752600
19/01/2001,1.388393,1.397321,1.334821,1.392857,1.211926,194166000
22/01/2001,1.361607,1.401786,1.316964,1.375,1.196389,129831800
23/01/2001,1.379464,1.495536,1.361607,1.464286,1.274076,219882600
24/01/2001,1.473214,1.477679,1.397321,1.464286,1.274076,179272800
25/01/2001,1.46875,1.46875,1.410714,1.424107,1.239117,122427200
26/01/2001,1.392857,1.415179,1.361607,1.397321,1.215811,120705200
29/01/2001,1.397321,1.553571,1.397321,1.549107,1.34788,213882200
30/01/2001,1.540179,1.571429,1.491071,1.553571,1.351764,173105800
31/01/2001,1.535714,1.607143,1.53125,1.544643,1.343995,182676200
01/02/2001,1.477679,1.535714,1.464286,1.508929,1.31292,92423800
02/02/2001,1.508929,1.566964,1.464286,1.473214,1.281845,106835400
05/02/2001,1.464286,1.46875,1.410714,1.441964,1.254654,71528800
06/02/2001,1.439732,1.527902,1.428571,1.508929,1.31292,115677800
07/02/2001,1.475446,1.491071,1.415179,1.482143,1.289614,98471800
08/02/2001,1.46875,1.504464,1.441964,1.482143,1.289614,151032000
09/02/2001,1.464286,1.486607,1.334821,1.366071,1.18862,147520800
12/02/2001,1.361607,1.428571,1.34375,1.40625,1.223579,68530000
13/02/2001,1.424107,1.459821,1.357143,1.366071,1.18862,59267600
14/02/2001,1.370536,1.401786,1.321429,1.392857,1.211926,77280000
15/02/2001,1.40625,1.46875,1.40625,1.433036,1.246886,77854000
16/02/2001,1.357143,1.392857,1.339286,1.357143,1.180851,65977800
20/02/2001,1.370536,1.388393,1.299107,1.308036,1.138123,78723400
21/02/2001,1.303571,1.424107,1.303571,1.348214,1.173082,97564600
22/02/2001,1.361607,1.383929,1.285714,1.34375,1.169198,107990400
23/02/2001,1.330357,1.348214,1.303571,1.34375,1.169198,73466400
26/02/2001,1.361607,1.40625,1.325893,1.392857,1.211926,51609600
27/02/2001,1.377232,1.388393,1.334821,1.383929,1.204157,87129000
28/02/2001,1.383929,1.388393,1.294643,1.303571,1.134239,127058400
01/03/2001,1.272321,1.339286,1.227679,1.339286,1.165314,82615400
02/03/2001,1.308036,1.459821,1.303571,1.375,1.196389,101550400
05/03/2001,1.383929,1.464286,1.375,1.455357,1.266308,81043200
06/03/2001,1.479911,1.575893,1.477679,1.535714,1.336227,182950600
07/03/2001,1.522321,1.544643,1.482143,1.517857,1.320689,104885200
08/03/2001,1.477679,1.508929,1.459821,1.486607,1.293498,51214800
09/03/2001,1.473214,1.477679,1.428571,1.446429,1.258539,74783800
12/03/2001,1.40625,1.419643,1.294643,1.330357,1.157545,97755000
13/03/2001,1.348214,1.397321,1.299107,1.397321,1.215811,110832400
14/03/2001,1.321429,1.464286,1.316964,1.459821,1.270192,119443800
15/03/2001,1.491071,1.526786,1.40625,1.40625,1.223579,132329400
16/03/2001,1.357143,1.450893,1.348214,1.401786,1.219695,117579000
19/03/2001,1.410714,1.473214,1.392857,1.46875,1.277961,89002200
20/03/2001,1.479911,1.495536,1.40625,1.40625,1.223579,124801600
21/03/2001,1.412946,1.491071,1.383929,1.4375,1.25077,92843800
22/03/2001,1.455357,1.553571,1.441964,1.544643,1.343995,180825400
23/03/2001,1.575893,1.683036,1.571429,1.642857,1.429451,236222000
26/03/2001,1.652143,1.696429,1.509286,1.555714,1.353629,183612800
27/03/2001,1.567143,1.646429,1.564286,1.633571,1.421372,135955400
28/03/2001,1.577143,1.607143,1.535714,1.583571,1.377867,146165600
29/03/2001,1.555,1.675,1.535714,1.609286,1.400241,153266400
30/03/2001,1.610714,1.622857,1.524286,1.576429,1.371652,100087400
02/04/2001,1.577857,1.618571,1.528571,1.542143,1.34182,85227800
03/04/2001,1.525714,1.528571,1.437857,1.445714,1.257917,92171800
04/04/2001,1.411429,1.446429,1.339286,1.392857,1.211926,171371200
05/04/2001,1.471429,1.607143,1.428571,1.490714,1.297072,111690600
06/04/2001,1.485714,1.502857,1.421429,1.470714,1.27967,81222400
09/04/2001,1.477857,1.524286,1.432857,1.467143,1.276562,66645600
10/04/2001,1.492857,1.621429,1.484286,1.574286,1.369788,114343600
11/04/2001,1.641429,1.642857,1.52,1.557143,1.354871,83524000
12/04/2001,1.53,1.644286,1.510714,1.601429,1.393404,74733400
16/04/2001,1.577857,1.6,1.49,1.531429,1.332497,71306200
17/04/2001,1.514286,1.515,1.4,1.457143,1.267861,171299800
18/04/2001,1.540714,1.72,1.505714,1.627857,1.4164,275210600
19/04/2001,1.825,1.839286,1.685714,1.837143,1.5985,468417600
20/04/2001,1.780714,1.830714,1.757143,1.788571,1.556238,173350800
23/04/2001,1.738571,1.785714,1.714286,1.732143,1.507139,135381400
24/04/2001,1.737857,1.767857,1.679286,1.716429,1.493466,94284400
25/04/2001,1.729286,1.775714,1.683571,1.765714,1.53635,82695200
26/04/2001,1.797857,1.864286,1.762857,1.763571,1.534485,199924200
27/04/2001,1.8,1.877857,1.767857,1.871429,1.628332,113253000
30/04/2001,1.907143,1.937143,1.776429,1.820714,1.584205,123694200
01/05/2001,1.815,1.892857,1.8,1.852143,1.611551,106813000
02/05/2001,1.881429,1.907143,1.84,1.899286,1.65257,92131200
03/05/2001,1.855,1.875,1.766429,1.782857,1.551266,75385800
04/05/2001,1.731429,1.846429,1.711429,1.839286,1.600364,70263200
07/05/2001,1.83,1.84,1.774286,1.782857,1.551266,69137600
08/05/2001,1.810714,1.817857,1.710714,1.755,1.527027,78859200
09/05/2001,1.724286,1.753571,1.690714,1.712857,1.490359,81222400
10/05/2001,1.729286,1.75,1.639286,1.642857,1.429451,72244200
11/05/2001,1.643571,1.677857,1.625714,1.632143,1.42013,50761200
14/05/2001,1.635,1.691429,1.625,1.663571,1.447475,77305200
15/05/2001,1.669286,1.821429,1.645714,1.655714,1.440639,59256400
16/05/2001,1.661429,1.75,1.632143,1.721429,1.497817,80582600
17/05/2001,1.730714,1.737857,1.660714,1.682143,1.463634,83029800
18/05/2001,1.668571,1.688571,1.651429,1.680714,1.462391,39762800
21/05/2001,1.687857,1.707857,1.646429,1.682857,1.464256,115249400
22/05/2001,1.714286,1.723571,1.671429,1.678571,1.460527,103229000
23/05/2001,1.696429,1.696429,1.632857,1.659286,1.443746,70260400
24/05/2001,1.663571,1.664286,1.615714,1.657143,1.441882,67939200
25/05/2001,1.657143,1.663571,1.607143,1.625714,1.414536,39685800
29/05/2001,1.594286,1.607143,1.486429,1.533571,1.334362,128997400
30/05/2001,1.482857,1.482857,1.378571,1.412857,1.229328,194269600
31/05/2001,1.414286,1.445714,1.392143,1.425,1.239894,110723200
01/06/2001,1.437857,1.506429,1.427143,1.492143,1.298315,114018800
04/06/2001,1.505714,1.507857,1.461429,1.475714,1.284021,70480200
05/06/2001,1.485714,1.507143,1.453571,1.495714,1.301423,117948600
06/06/2001,1.495,1.495,1.452143,1.480714,1.288371,55794200
07/06/2001,1.479286,1.55,1.460714,1.547143,1.34617,81295200
08/06/2001,1.546429,1.546429,1.479286,1.522857,1.325039,85656200
11/06/2001,1.503571,1.505,1.425,1.431429,1.245487,73500000
12/06/2001,1.412143,1.477857,1.411429,1.450714,1.262268,75948600
13/06/2001,1.53,1.552143,1.432857,1.462143,1.272212,127871800
14/06/2001,1.431429,1.460714,1.412143,1.42,1.235543,74337200
15/06/2001,1.435714,1.482143,1.382143,1.46,1.270347,113656200
18/06/2001,1.457857,1.489286,1.428571,1.452143,1.263511,86478000
19/06/2001,1.489286,1.528571,1.429286,1.442143,1.25481,80271800
20/06/2001,1.428571,1.560714,1.427143,1.547857,1.346792,107905000
21/06/2001,1.539286,1.642857,1.507143,1.606429,1.397755,85332800
22/06/2001,1.605714,1.642857,1.554286,1.59,1.38346,71506400
25/06/2001,1.607143,1.714286,1.603571,1.713571,1.49098,109887400
26/06/2001,1.667143,1.697857,1.643571,1.696429,1.476064,68195400
27/06/2001,1.702143,1.714286,1.607143,1.667143,1.450583,93532600
28/06/2001,1.646429,1.707857,1.638571,1.681429,1.463013,87102400
29/06/2001,1.69,1.792857,1.657143,1.660714,1.444989,128847600
02/07/2001,1.688571,1.730714,1.652857,1.707143,1.485387,57512000
03/07/2001,1.679286,1.727143,1.678571,1.702857,1.481658,28135800
05/07/2001,1.685714,1.697857,1.643571,1.656429,1.44126,38073000
06/07/2001,1.625714,1.64,1.551429,1.573571,1.369166,75730200
09/07/2001,1.577857,1.642857,1.548571,1.621429,1.410806,84366800
10/07/2001,1.639286,1.647857,1.488571,1.51,1.313852,98817600
11/07/2001,1.502143,1.610714,1.5,1.61,1.400863,117626600
12/07/2001,1.664286,1.772143,1.664286,1.74,1.513975,153700400
13/07/2001,1.723571,1.786429,1.702857,1.775,1.544429,113685600
16/07/2001,1.777143,1.792857,1.707857,1.711429,1.489115,69666800
17/07/2001,1.712857,1.801429,1.643571,1.792857,1.559966,161957600
18/07/2001,1.555714,1.627143,1.458571,1.485,1.2921,284253200
19/07/2001,1.516429,1.53,1.410714,1.425714,1.240516,215285000
